"","pitcher_team","xba_150_bullpen","date"
"1323","BAL",0.194398496240602,"2023-06-14"
"1324","BOS",0.27621897810219,"2023-06-14"
"1325","CHC",0.261467213114754,"2023-06-14"
"1326","CIN",0.207059701492537,"2023-06-14"
"1327","CLE",0.232233082706767,"2023-06-14"
"1328","COL",0.252976,"2023-06-14"
"1329","CWS",0.231992647058824,"2023-06-14"
"1330","DET",0.24231007751938,"2023-06-14"
"1331","HOU",0.253466666666667,"2023-06-14"
"1332","KC",0.225431818181818,"2023-06-14"
"1333","LAA",0.2262890625,"2023-06-14"
"1334","LAD",0.22954347826087,"2023-06-14"
"1335","MIA",0.197208955223881,"2023-06-14"
"1336","MIL",0.249382113821138,"2023-06-14"
"1337","MIN",0.228608695652174,"2023-06-14"
"1338","NYM",0.266406896551724,"2023-06-14"
"1339","NYY",0.238371212121212,"2023-06-14"
"1340","OAK",0.244959016393443,"2023-06-14"
"1341","PHI",0.249248120300752,"2023-06-14"
"1342","PIT",0.274931297709924,"2023-06-14"
"1343","SD",0.244014814814815,"2023-06-14"
"1344","SEA",0.262181818181818,"2023-06-14"
"1345","SF",0.21162962962963,"2023-06-14"
"1346","STL",0.2433,"2023-06-14"
"1347","TB",0.202431818181818,"2023-06-14"
"1348","TEX",0.21322962962963,"2023-06-14"
"1349","TOR",0.270230769230769,"2023-06-14"
"1350","WSH",0.294837209302326,"2023-06-14"
"1351","ATL",0.238697183098592,"2023-06-15"
"1352","AZ",0.289832116788321,"2023-06-15"
"1353","BAL",0.218654135338346,"2023-06-15"
"1354","BOS",0.275525547445255,"2023-06-15"
"1355","CHC",0.246024193548387,"2023-06-15"
"1356","CIN",0.226818181818182,"2023-06-15"
"1357","CLE",0.239772727272727,"2023-06-15"
"1358","COL",0.242471544715447,"2023-06-15"
"1359","CWS",0.233081481481482,"2023-06-15"
"1360","DET",0.218159090909091,"2023-06-15"
"1361","HOU",0.248257352941176,"2023-06-15"
"1362","KC",0.202113636363636,"2023-06-15"
"1363","LAA",0.2385,"2023-06-15"
"1364","LAD",0.240729927007299,"2023-06-15"
"1365","MIA",0.207477611940299,"2023-06-15"
"1366","MIL",0.247214876033058,"2023-06-15"
"1367","MIN",0.224864285714286,"2023-06-15"
"1368","NYM",0.254401408450704,"2023-06-15"
"1369","NYY",0.242138461538462,"2023-06-15"
"1370","OAK",0.241333333333333,"2023-06-15"
"1371","PHI",0.244894736842105,"2023-06-15"
"1372","PIT",0.280727272727273,"2023-06-15"
"1373","SD",0.240910447761194,"2023-06-15"
"1374","SEA",0.255915384615385,"2023-06-15"
"1375","SF",0.197125925925926,"2023-06-15"
"1376","STL",0.257523076923077,"2023-06-15"
"1377","TB",0.199559701492537,"2023-06-15"
"1378","TEX",0.234761194029851,"2023-06-15"
"1379","TOR",0.278601398601399,"2023-06-15"
"1380","WSH",0.2994296875,"2023-06-15"
"1381","ATL",0.23906338028169,"2023-06-16"
"1382","AZ",0.27641726618705,"2023-06-16"
"1383","BAL",0.230932835820896,"2023-06-16"
"1384","BOS",0.275525547445255,"2023-06-16"
"1385","CHC",0.248460317460317,"2023-06-16"
"1386","CIN",0.226818181818182,"2023-06-16"
"1387","CLE",0.228090909090909,"2023-06-16"
"1388","COL",0.249070866141732,"2023-06-16"
"1389","CWS",0.214684210526316,"2023-06-16"
"1390","DET",0.203424242424242,"2023-06-16"
"1391","HOU",0.251529411764706,"2023-06-16"
"1392","KC",0.202113636363636,"2023-06-16"
"1393","LAA",0.231692913385827,"2023-06-16"
"1394","LAD",0.214869565217391,"2023-06-16"
"1395","MIA",0.207477611940299,"2023-06-16"
"1396","MIL",0.247214876033058,"2023-06-16"
"1397","MIN",0.231825174825175,"2023-06-16"
"1398","NYM",0.254401408450704,"2023-06-16"
"1399","NYY",0.242138461538462,"2023-06-16"
"1400","OAK",0.238764227642276,"2023-06-16"
"1401","PHI",0.243529850746269,"2023-06-16"
"1402","PIT",0.28759375,"2023-06-16"
"1403","SD",0.241118518518519,"2023-06-16"
"1404","SEA",0.255915384615385,"2023-06-16"
"1405","SF",0.197125925925926,"2023-06-16"
"1406","STL",0.257523076923077,"2023-06-16"
"1407","TB",0.207781954887218,"2023-06-16"
"1408","TEX",0.232485294117647,"2023-06-16"
"1409","TOR",0.247694444444444,"2023-06-16"
"1410","WSH",0.281823076923077,"2023-06-16"
"1411","ATL",0.221541666666667,"2023-06-17"
"1412","AZ",0.275827338129496,"2023-06-17"
"1413","BAL",0.245374045801527,"2023-06-17"
"1414","BOS",0.272304347826087,"2023-06-17"
"1415","CHC",0.2565078125,"2023-06-17"
"1416","CIN",0.241368421052632,"2023-06-17"
"1417","CLE",0.237733333333333,"2023-06-17"
"1418","COL",0.256581395348837,"2023-06-17"
"1419","CWS",0.22544776119403,"2023-06-17"
"1420","DET",0.220425373134328,"2023-06-17"
"1421","HOU",0.246131386861314,"2023-06-17"
"1422","KC",0.199587786259542,"2023-06-17"
"1423","LAA",0.223604651162791,"2023-06-17"
"1424","LAD",0.217911764705882,"2023-06-17"
"1425","MIA",0.202591240875912,"2023-06-17"
"1426","MIL",0.238851239669421,"2023-06-17"
"1427","MIN",0.245316901408451,"2023-06-17"
"1428","NYM",0.239528169014084,"2023-06-17"
"1429","NYY",0.216439393939394,"2023-06-17"
"1430","OAK",0.2445,"2023-06-17"
"1431","PHI",0.241851851851852,"2023-06-17"
"1432","PIT",0.275392307692308,"2023-06-17"
"1433","SD",0.249940298507463,"2023-06-17"
"1434","SEA",0.237190839694656,"2023-06-17"
"1435","SF",0.190141791044776,"2023-06-17"
"1436","STL",0.252977099236641,"2023-06-17"
"1437","TB",0.21787969924812,"2023-06-17"
"1438","TEX",0.214411764705882,"2023-06-17"
"1439","TOR",0.252286713286713,"2023-06-17"
"1440","WSH",0.265783582089552,"2023-06-17"
"1441","ATL",0.197950704225352,"2023-06-18"
"1442","AZ",0.282625,"2023-06-18"
"1443","BAL",0.244121212121212,"2023-06-18"
"1444","BOS",0.272304347826087,"2023-06-18"
"1445","CHC",0.2454921875,"2023-06-18"
"1446","CIN",0.252263157894737,"2023-06-18"
"1447","CLE",0.240485294117647,"2023-06-18"
"1448","COL",0.239507575757576,"2023-06-18"
"1449","CWS",0.206238805970149,"2023-06-18"
"1450","DET",0.209759124087591,"2023-06-18"
"1451","HOU",0.245390977443609,"2023-06-18"
"1452","KC",0.1991953125,"2023-06-18"
"1453","LAA",0.250544715447154,"2023-06-18"
"1454","LAD",0.216125925925926,"2023-06-18"
"1455","MIA",0.216248175182482,"2023-06-18"
"1456","MIL",0.25633606557377,"2023-06-18"
"1457","MIN",0.244102739726027,"2023-06-18"
"1458","NYM",0.254021276595745,"2023-06-18"
"1459","NYY",0.216439393939394,"2023-06-18"
"1460","OAK",0.2269609375,"2023-06-18"
"1461","PHI",0.23722962962963,"2023-06-18"
"1462","PIT",0.270753846153846,"2023-06-18"
"1463","SD",0.234496296296296,"2023-06-18"
"1464","SEA",0.238977272727273,"2023-06-18"
"1465","SF",0.190088888888889,"2023-06-18"
"1466","STL",0.263720930232558,"2023-06-18"
"1467","TB",0.21618045112782,"2023-06-18"
"1468","TEX",0.208877697841727,"2023-06-18"
"1469","TOR",0.251429577464789,"2023-06-18"
"1470","WSH",0.251664233576642,"2023-06-18"
"1471","ATL",0.204496503496503,"2023-06-19"
"1472","AZ",0.277443609022556,"2023-06-19"
"1473","BAL",0.241165413533835,"2023-06-19"
"1474","BOS",0.256321167883212,"2023-06-19"
"1475","CHC",0.237718518518518,"2023-06-19"
"1476","CIN",0.242368421052632,"2023-06-19"
"1477","CLE",0.239578947368421,"2023-06-19"
"1478","COL",0.244847328244275,"2023-06-19"
"1479","CWS",0.211598484848485,"2023-06-19"
"1480","DET",0.216191176470588,"2023-06-19"
"1481","HOU",0.238872180451128,"2023-06-19"
"1482","KC",0.20584126984127,"2023-06-19"
"1483","LAA",0.242648,"2023-06-19"
"1484","LAD",0.222837037037037,"2023-06-19"
"1485","MIA",0.214404255319149,"2023-06-19"
"1486","MIL",0.242991803278689,"2023-06-19"
"1487","MIN",0.239124137931034,"2023-06-19"
"1488","NYM",0.246605839416058,"2023-06-19"
"1489","NYY",0.227902985074627,"2023-06-19"
"1490","OAK",0.220396946564885,"2023-06-19"
"1491","PHI",0.234029197080292,"2023-06-19"
"1492","PIT",0.2756640625,"2023-06-19"
"1493","SD",0.225155555555556,"2023-06-19"
"1494","SEA",0.243187969924812,"2023-06-19"
"1495","SF",0.180246268656716,"2023-06-19"
"1496","STL",0.249453125,"2023-06-19"
"1497","TB",0.213984962406015,"2023-06-19"
"1498","TEX",0.213661870503597,"2023-06-19"
"1499","TOR",0.25918115942029,"2023-06-19"
"1500","WSH",0.241364285714286,"2023-06-19"
"1501","ATL",0.204496503496503,"2023-06-20"
"1502","AZ",0.282729323308271,"2023-06-20"
"1503","BAL",0.241165413533835,"2023-06-20"
"1504","BOS",0.241622222222222,"2023-06-20"
"1505","CHC",0.248014705882353,"2023-06-20"
"1506","CIN",0.228484848484848,"2023-06-20"
"1507","CLE",0.239578947368421,"2023-06-20"
"1508","COL",0.260201550387597,"2023-06-20"
"1509","CWS",0.230615384615385,"2023-06-20"
"1510","DET",0.206452554744526,"2023-06-20"
"1511","HOU",0.249681818181818,"2023-06-20"
"1512","KC",0.213733870967742,"2023-06-20"
"1513","LAA",0.242648,"2023-06-20"
"1514","LAD",0.222837037037037,"2023-06-20"
"1515","MIA",0.222943661971831,"2023-06-20"
"1516","MIL",0.242760330578512,"2023-06-20"
"1517","MIN",0.250078014184397,"2023-06-20"
"1518","NYM",0.248625,"2023-06-20"
"1519","NYY",0.227902985074627,"2023-06-20"
"1520","OAK",0.220396946564885,"2023-06-20"
"1521","PHI",0.234029197080292,"2023-06-20"
"1522","PIT",0.269223076923077,"2023-06-20"
"1523","SD",0.235417910447761,"2023-06-20"
"1524","SEA",0.243187969924812,"2023-06-20"
"1525","SF",0.184897058823529,"2023-06-20"
"1526","STL",0.2477109375,"2023-06-20"
"1527","TB",0.213984962406015,"2023-06-20"
"1528","TEX",0.236920863309353,"2023-06-20"
"1529","TOR",0.251253623188406,"2023-06-20"
"1530","WSH",0.240189781021898,"2023-06-20"
"1531","ATL",0.213478873239437,"2023-06-21"
"1532","AZ",0.277328358208955,"2023-06-21"
"1533","BAL",0.242198473282443,"2023-06-21"
"1534","BOS",0.232649253731343,"2023-06-21"
"1535","CHC",0.241789855072464,"2023-06-21"
"1536","CIN",0.218396946564885,"2023-06-21"
"1537","CLE",0.243514705882353,"2023-06-21"
"1538","COL",0.269363636363636,"2023-06-21"
"1539","CWS",0.225105263157895,"2023-06-21"
"1540","DET",0.184620437956204,"2023-06-21"
"1541","HOU",0.248424242424242,"2023-06-21"
"1542","KC",0.228357723577236,"2023-06-21"
"1543","LAA",0.242614173228346,"2023-06-21"
"1544","LAD",0.202437037037037,"2023-06-21"
"1545","MIA",0.228886524822695,"2023-06-21"
"1546","MIL",0.230770491803279,"2023-06-21"
"1547","MIN",0.262657142857143,"2023-06-21"
"1548","NYM",0.245119402985075,"2023-06-21"
"1549","NYY",0.221367647058824,"2023-06-21"
"1550","OAK",0.222610687022901,"2023-06-21"
"1551","PHI",0.245151079136691,"2023-06-21"
"1552","PIT",0.26603937007874,"2023-06-21"
"1553","SD",0.231335877862595,"2023-06-21"
"1554","SEA",0.238171641791045,"2023-06-21"
"1555","SF",0.196044117647059,"2023-06-21"
"1556","STL",0.25,"2023-06-21"
"1557","TB",0.220977777777778,"2023-06-21"
"1558","TEX",0.246051094890511,"2023-06-21"
"1559","TOR",0.259702898550725,"2023-06-21"
"1560","WSH",0.247164179104478,"2023-06-21"
"1561","ATL",0.213478873239437,"2023-06-22"
"1562","AZ",0.266348148148148,"2023-06-22"
"1563","BAL",0.2485703125,"2023-06-22"
"1564","BOS",0.231872180451128,"2023-06-22"
"1565","CHC",0.243817518248175,"2023-06-22"
"1566","CIN",0.229121212121212,"2023-06-22"
"1567","CLE",0.243492647058824,"2023-06-22"
"1568","COL",0.265136363636364,"2023-06-22"
"1569","CWS",0.22481954887218,"2023-06-22"
"1570","DET",0.174014388489209,"2023-06-22"
"1571","HOU",0.238648854961832,"2023-06-22"
"1572","KC",0.240536585365854,"2023-06-22"
"1573","LAA",0.233168,"2023-06-22"
"1574","LAD",0.198416666666667,"2023-06-22"
"1575","MIA",0.224985915492958,"2023-06-22"
"1576","MIL",0.251401639344262,"2023-06-22"
"1577","MIN",0.2684,"2023-06-22"
"1578","NYM",0.23006106870229,"2023-06-22"
"1579","NYY",0.226985185185185,"2023-06-22"
"1580","OAK",0.22987969924812,"2023-06-22"
"1581","PHI",0.245151079136691,"2023-06-22"
"1582","PIT",0.251290322580645,"2023-06-22"
"1583","SD",0.238130769230769,"2023-06-22"
"1584","SEA",0.236762962962963,"2023-06-22"
"1585","SF",0.216074074074074,"2023-06-22"
"1586","STL",0.245789473684211,"2023-06-22"
"1587","TB",0.219888888888889,"2023-06-22"
"1588","TEX",0.235695652173913,"2023-06-22"
"1589","TOR",0.261934782608696,"2023-06-22"
"1590","WSH",0.240285714285714,"2023-06-22"
"1591","ATL",0.209621428571429,"2023-06-23"
"1592","AZ",0.266348148148148,"2023-06-23"
"1593","BAL",0.2485703125,"2023-06-23"
"1594","BOS",0.252477611940298,"2023-06-23"
"1595","CHC",0.243817518248175,"2023-06-23"
"1596","CIN",0.229121212121212,"2023-06-23"
"1597","CLE",0.242772058823529,"2023-06-23"
"1598","COL",0.265136363636364,"2023-06-23"
"1599","CWS",0.22481954887218,"2023-06-23"
"1600","DET",0.174014388489209,"2023-06-23"
"1601","HOU",0.238648854961832,"2023-06-23"
"1602","KC",0.244707317073171,"2023-06-23"
"1603","LAA",0.233168,"2023-06-23"
"1604","LAD",0.198416666666667,"2023-06-23"
"1605","MIA",0.221446808510638,"2023-06-23"
"1606","MIL",0.251401639344262,"2023-06-23"
"1607","MIN",0.2684,"2023-06-23"
"1608","NYM",0.23006106870229,"2023-06-23"
"1609","NYY",0.219715328467153,"2023-06-23"
"1610","OAK",0.225545454545455,"2023-06-23"
"1611","PHI",0.24278417266187,"2023-06-23"
"1612","PIT",0.262443548387097,"2023-06-23"
"1613","SD",0.23930534351145,"2023-06-23"
"1614","SEA",0.241718518518518,"2023-06-23"
"1615","SF",0.224477941176471,"2023-06-23"
"1616","STL",0.245789473684211,"2023-06-23"
"1617","TB",0.212540740740741,"2023-06-23"
"1618","TEX",0.235695652173913,"2023-06-23"
"1619","TOR",0.261934782608696,"2023-06-23"
"1620","WSH",0.240285714285714,"2023-06-23"
"1621","ATL",0.198223880597015,"2023-06-24"
"1622","AZ",0.263828571428571,"2023-06-24"
"1623","BAL",0.272968992248062,"2023-06-24"
"1624","BOS",0.248191176470588,"2023-06-24"
"1625","CHC",0.243817518248175,"2023-06-24"
"1626","CIN",0.232924242424242,"2023-06-24"
"1627","CLE",0.24682962962963,"2023-06-24"
"1628","COL",0.262567164179104,"2023-06-24"
"1629","CWS",0.213932835820896,"2023-06-24"
"1630","DET",0.176814285714286,"2023-06-24"
"1631","HOU",0.234613636363636,"2023-06-24"
"1632","KC",0.244145161290323,"2023-06-24"
"1633","LAA",0.235294573643411,"2023-06-24"
"1634","LAD",0.19887969924812,"2023-06-24"
"1635","MIA",0.228845070422535,"2023-06-24"
"1636","MIL",0.25288,"2023-06-24"
"1637","MIN",0.254550724637681,"2023-06-24"
"1638","NYM",0.223776923076923,"2023-06-24"
"1639","NYY",0.216285714285714,"2023-06-24"
"1640","OAK",0.222496296296296,"2023-06-24"
"1641","PHI",0.235237410071942,"2023-06-24"
"1642","PIT",0.257346774193548,"2023-06-24"
"1643","SD",0.24109022556391,"2023-06-24"
"1644","SEA",0.232580882352941,"2023-06-24"
"1645","SF",0.234147058823529,"2023-06-24"
"1646","STL",0.245789473684211,"2023-06-24"
"1647","TB",0.212367647058824,"2023-06-24"
"1648","TEX",0.243014598540146,"2023-06-24"
"1649","TOR",0.256586956521739,"2023-06-24"
"1650","WSH",0.256717557251908,"2023-06-24"
"1651","ATL",0.194842105263158,"2023-06-25"
"1652","AZ",0.253489361702128,"2023-06-25"
"1653","BAL",0.268068702290076,"2023-06-25"
"1654","BOS",0.258826086956522,"2023-06-25"
"1655","CHC",0.250696296296296,"2023-06-25"
"1656","CIN",0.211503759398496,"2023-06-25"
"1657","CLE",0.240669117647059,"2023-06-25"
"1658","COL",0.305598484848485,"2023-06-25"
"1659","CWS",0.219059701492537,"2023-06-25"
"1660","DET",0.186364285714286,"2023-06-25"
"1661","HOU",0.235428571428571,"2023-06-25"
"1662","KC",0.238070866141732,"2023-06-25"
"1663","LAA",0.238409090909091,"2023-06-25"
"1664","LAD",0.196136363636364,"2023-06-25"
"1665","MIA",0.229699300699301,"2023-06-25"
"1666","MIL",0.262751937984496,"2023-06-25"
"1667","MIN",0.259386861313869,"2023-06-25"
"1668","NYM",0.2229609375,"2023-06-25"
"1669","NYY",0.210021428571429,"2023-06-25"
"1670","OAK",0.241644444444444,"2023-06-25"
"1671","PHI",0.240285714285714,"2023-06-25"
"1672","PIT",0.256439024390244,"2023-06-25"
"1673","SD",0.234060606060606,"2023-06-25"
"1674","SEA",0.252197080291971,"2023-06-25"
"1675","SF",0.230686131386861,"2023-06-25"
"1676","STL",0.235171641791045,"2023-06-25"
"1677","TB",0.202786764705882,"2023-06-25"
"1678","TEX",0.232913043478261,"2023-06-25"
"1679","TOR",0.249741007194245,"2023-06-25"
"1680","WSH",0.238518796992481,"2023-06-25"
"1681","ATL",0.20575572519084,"2023-06-26"
"1682","AZ",0.237963768115942,"2023-06-26"
"1683","BAL",0.260651515151515,"2023-06-26"
"1684","BOS",0.270355072463768,"2023-06-26"
"1685","CHC",0.230235294117647,"2023-06-26"
"1686","CIN",0.202596899224806,"2023-06-26"
"1687","CLE",0.227647058823529,"2023-06-26"
"1688","COL",0.316537878787879,"2023-06-26"
"1689","CWS",0.223423357664234,"2023-06-26"
"1690","DET",0.190992753623188,"2023-06-26"
"1691","HOU",0.225408,"2023-06-26"
"1692","KC",0.242157480314961,"2023-06-26"
"1693","LAA",0.235856060606061,"2023-06-26"
"1694","LAD",0.211641791044776,"2023-06-26"
"1695","MIA",0.227527777777778,"2023-06-26"
"1696","MIL",0.235282442748092,"2023-06-26"
"1697","MIN",0.261414814814815,"2023-06-26"
"1698","NYM",0.233975609756098,"2023-06-26"
"1699","NYY",0.215645390070922,"2023-06-26"
"1700","OAK",0.249779411764706,"2023-06-26"
"1701","PHI",0.227123188405797,"2023-06-26"
"1702","PIT",0.257216,"2023-06-26"
"1703","SD",0.244671875,"2023-06-26"
"1704","SEA",0.248751824817518,"2023-06-26"
"1705","SF",0.227270676691729,"2023-06-26"
"1706","STL",0.234708955223881,"2023-06-26"
"1707","TB",0.191566176470588,"2023-06-26"
"1708","TEX",0.237978417266187,"2023-06-26"
"1709","TOR",0.237478260869565,"2023-06-26"
"1710","WSH",0.246876923076923,"2023-06-26"
"1711","ATL",0.203651515151515,"2023-06-27"
"1712","AZ",0.237963768115942,"2023-06-27"
"1713","BAL",0.23269696969697,"2023-06-27"
"1714","BOS",0.270355072463768,"2023-06-27"
"1715","CHC",0.230235294117647,"2023-06-27"
"1716","CIN",0.227412698412698,"2023-06-27"
"1717","CLE",0.227647058823529,"2023-06-27"
"1718","COL",0.316537878787879,"2023-06-27"
"1719","CWS",0.211807407407407,"2023-06-27"
"1720","DET",0.191492647058824,"2023-06-27"
"1721","HOU",0.225408,"2023-06-27"
"1722","KC",0.242157480314961,"2023-06-27"
"1723","LAA",0.243136363636364,"2023-06-27"
"1724","LAD",0.211641791044776,"2023-06-27"
"1725","MIA",0.227527777777778,"2023-06-27"
"1726","MIL",0.234455223880597,"2023-06-27"
"1727","MIN",0.266902985074627,"2023-06-27"
"1728","NYM",0.242770491803279,"2023-06-27"
"1729","NYY",0.215645390070922,"2023-06-27"
"1730","OAK",0.249779411764706,"2023-06-27"
"1731","PHI",0.227123188405797,"2023-06-27"
"1732","PIT",0.257216,"2023-06-27"
"1733","SD",0.244671875,"2023-06-27"
"1734","SEA",0.218625,"2023-06-27"
"1735","SF",0.227270676691729,"2023-06-27"
"1736","STL",0.234708955223881,"2023-06-27"
"1737","TB",0.191566176470588,"2023-06-27"
"1738","TEX",0.252645390070922,"2023-06-27"
"1739","TOR",0.237478260869565,"2023-06-27"
"1740","WSH",0.252296,"2023-06-27"
"1741","ATL",0.216435114503817,"2023-06-28"
"1742","AZ",0.22386231884058,"2023-06-28"
"1743","BAL",0.217664179104478,"2023-06-28"
"1744","BOS",0.269652482269504,"2023-06-28"
"1745","CHC",0.220377777777778,"2023-06-28"
"1746","CIN",0.237691056910569,"2023-06-28"
"1747","CLE",0.221176470588235,"2023-06-28"
"1748","COL",0.300067164179105,"2023-06-28"
"1749","CWS",0.223742424242424,"2023-06-28"
"1750","DET",0.23237037037037,"2023-06-28"
"1751","HOU",0.227634920634921,"2023-06-28"
"1752","KC",0.256228346456693,"2023-06-28"
"1753","LAA",0.245872180451128,"2023-06-28"
"1754","LAD",0.211287878787879,"2023-06-28"
"1755","MIA",0.245534722222222,"2023-06-28"
"1756","MIL",0.24592700729927,"2023-06-28"
"1757","MIN",0.23412030075188,"2023-06-28"
"1758","NYM",0.242983333333333,"2023-06-28"
"1759","NYY",0.22058865248227,"2023-06-28"
"1760","OAK",0.247518518518518,"2023-06-28"
"1761","PHI",0.217942028985507,"2023-06-28"
"1762","PIT",0.255064,"2023-06-28"
"1763","SD",0.258053846153846,"2023-06-28"
"1764","SEA",0.199593984962406,"2023-06-28"
"1765","SF",0.213518518518519,"2023-06-28"
"1766","STL",0.230933823529412,"2023-06-28"
"1767","TB",0.1972,"2023-06-28"
"1768","TEX",0.253283687943262,"2023-06-28"
"1769","TOR",0.237313868613139,"2023-06-28"
"1770","WSH",0.255690476190476,"2023-06-28"
"1771","ATL",0.219473684210526,"2023-06-29"
"1772","AZ",0.231384057971014,"2023-06-29"
"1773","BAL",0.219804511278196,"2023-06-29"
"1774","BOS",0.275775362318841,"2023-06-29"
"1775","CHC",0.224477941176471,"2023-06-29"
"1776","CIN",0.227790322580645,"2023-06-29"
"1777","CLE",0.211905109489051,"2023-06-29"
"1778","COL",0.304386363636364,"2023-06-29"
"1779","CWS",0.243931818181818,"2023-06-29"
"1780","DET",0.245764705882353,"2023-06-29"
"1781","HOU",0.222771653543307,"2023-06-29"
"1782","KC",0.269565891472868,"2023-06-29"
"1783","LAA",0.260195488721805,"2023-06-29"
"1784","LAD",0.212458646616541,"2023-06-29"
"1785","MIA",0.2554,"2023-06-29"
"1786","MIL",0.237609929078014,"2023-06-29"
"1787","MIN",0.243545454545455,"2023-06-29"
"1788","NYM",0.236159663865546,"2023-06-29"
"1789","NYY",0.22058865248227,"2023-06-29"
"1790","OAK",0.249015037593985,"2023-06-29"
"1791","PHI",0.212099290780142,"2023-06-29"
"1792","PIT",0.2449453125,"2023-06-29"
"1793","SD",0.2770859375,"2023-06-29"
"1794","SEA",0.198455223880597,"2023-06-29"
"1795","SF",0.208536764705882,"2023-06-29"
"1796","STL",0.233278195488722,"2023-06-29"
"1797","TB",0.200397058823529,"2023-06-29"
"1798","TEX",0.257838028169014,"2023-06-29"
"1799","TOR",0.238644927536232,"2023-06-29"
"1800","WSH",0.2545546875,"2023-06-29"
"1801","ATL",0.219473684210526,"2023-06-30"
"1802","AZ",0.202007246376812,"2023-06-30"
"1803","BAL",0.219804511278196,"2023-06-30"
"1804","BOS",0.288826086956522,"2023-06-30"
"1805","CHC",0.221433823529412,"2023-06-30"
"1806","CIN",0.227790322580645,"2023-06-30"
"1807","CLE",0.211422222222222,"2023-06-30"
"1808","COL",0.308098484848485,"2023-06-30"
"1809","CWS",0.246231343283582,"2023-06-30"
"1810","DET",0.2964,"2023-06-30"
"1811","HOU",0.216858267716535,"2023-06-30"
"1812","KC",0.269823076923077,"2023-06-30"
"1813","LAA",0.269172932330827,"2023-06-30"
"1814","LAD",0.208659259259259,"2023-06-30"
"1815","MIA",0.236524137931034,"2023-06-30"
"1816","MIL",0.236311594202899,"2023-06-30"
"1817","MIN",0.243545454545455,"2023-06-30"
"1818","NYM",0.236118644067797,"2023-06-30"
"1819","NYY",0.210624113475177,"2023-06-30"
"1820","OAK",0.253267175572519,"2023-06-30"
"1821","PHI",0.215078014184397,"2023-06-30"
"1822","PIT",0.236703125,"2023-06-30"
"1823","SD",0.280645669291339,"2023-06-30"
"1824","SEA",0.198455223880597,"2023-06-30"
"1825","SF",0.211237037037037,"2023-06-30"
"1826","STL",0.274135338345865,"2023-06-30"
"1827","TB",0.189554744525547,"2023-06-30"
"1828","TEX",0.256107913669065,"2023-06-30"
"1829","TOR",0.234492857142857,"2023-06-30"
"1830","WSH",0.2545546875,"2023-06-30"
"1831","ATL",0.216917293233083,"2023-07-01"
"1832","AZ",0.195970802919708,"2023-07-01"
"1833","BAL",0.211869565217391,"2023-07-01"
"1834","BOS",0.286158273381295,"2023-07-01"
"1835","CHC",0.217977611940298,"2023-07-01"
"1836","CIN",0.236844262295082,"2023-07-01"
"1837","CLE",0.215066176470588,"2023-07-01"
"1838","COL",0.30169696969697,"2023-07-01"
"1839","CWS",0.235918518518519,"2023-07-01"
"1840","DET",0.305679104477612,"2023-07-01"
"1841","HOU",0.203689393939394,"2023-07-01"
"1842","KC",0.263705426356589,"2023-07-01"
"1843","LAA",0.25515671641791,"2023-07-01"
"1844","LAD",0.192742647058824,"2023-07-01"
"1845","MIA",0.262479166666667,"2023-07-01"
"1846","MIL",0.248057553956835,"2023-07-01"
"1847","MIN",0.237142857142857,"2023-07-01"
"1848","NYM",0.241050420168067,"2023-07-01"
"1849","NYY",0.210624113475177,"2023-07-01"
"1850","OAK",0.257763358778626,"2023-07-01"
"1851","PHI",0.212787234042553,"2023-07-01"
"1852","PIT",0.246755905511811,"2023-07-01"
"1853","SD",0.284807692307692,"2023-07-01"
"1854","SEA",0.247704545454545,"2023-07-01"
"1855","SF",0.208,"2023-07-01"
"1856","STL",0.274135338345865,"2023-07-01"
"1857","TB",0.190279411764706,"2023-07-01"
"1858","TEX",0.248575539568345,"2023-07-01"
"1859","TOR",0.226726618705036,"2023-07-01"
"1860","WSH",0.2660703125,"2023-07-01"
"1861","ATL",0.226589552238806,"2023-07-02"
"1862","AZ",0.183029197080292,"2023-07-02"
"1863","BAL",0.201826086956522,"2023-07-02"
"1864","BOS",0.29768115942029,"2023-07-02"
"1865","CHC",0.223274074074074,"2023-07-02"
"1866","CIN",0.257847457627119,"2023-07-02"
"1867","CLE",0.214242647058824,"2023-07-02"
"1868","COL",0.310742647058824,"2023-07-02"
"1869","CWS",0.219641791044776,"2023-07-02"
"1870","DET",0.308962406015038,"2023-07-02"
"1871","HOU",0.210669172932331,"2023-07-02"
"1872","KC",0.25484962406015,"2023-07-02"
"1873","LAA",0.246353383458647,"2023-07-02"
"1874","LAD",0.197562962962963,"2023-07-02"
"1875","MIA",0.275769230769231,"2023-07-02"
"1876","MIL",0.260833333333333,"2023-07-02"
"1877","MIN",0.239075187969925,"2023-07-02"
"1878","NYM",0.228008333333333,"2023-07-02"
"1879","NYY",0.227858208955224,"2023-07-02"
"1880","OAK",0.2371,"2023-07-02"
"1881","PHI",0.217262411347518,"2023-07-02"
"1882","PIT",0.227426356589147,"2023-07-02"
"1883","SD",0.279795454545455,"2023-07-02"
"1884","SEA",0.236007575757576,"2023-07-02"
"1885","SF",0.208604316546763,"2023-07-02"
"1886","STL",0.306314960629921,"2023-07-02"
"1887","TB",0.196593984962406,"2023-07-02"
"1888","TEX",0.243978571428571,"2023-07-02"
"1889","TOR",0.248892857142857,"2023-07-02"
"1890","WSH",0.281424242424242,"2023-07-02"
