"","id","player_name"
"195",450203,"Charlie Morton"
"196",668909,"Gavin Williams"
"197",596001,"Jakob Junis"
"198",607536,"Kyle Freeland"
"199",542881,"Tyler Anderson"
"200",676440,"Tanner Bibee"
"201",623451,"Jackson Stephens"
"202",656794,"Sean Newcomb"
"203",656427,"Jack Flaherty"
"204",547179,"Michael Lorenzen"
"205",687888,"Brandon Walter"
"206",681806,"Andrew Wantz"
"207",453286,"Max Scherzer"
"208",502171,"Alex Cobb"
"209",663567,"Peter Lambert"
"210",622663,"Luis Severino"
"211",669022,"MacKenzie Gore"
"212",680689,"Lyon Richardson"
"213",647336,"Michael Soroka"
"214",656412,"Alex Faedo"
"215",592527,"Michael Mariot"
"216",675540,"Xzavion Curry"
"217",666205,"Kyle Muller"
"218",621383,"Tanner Banks"
"219",645261,"Sandy Alcántara"
"220",677944,"Slade Cecconi"
"221",608344,"Cole Irvin"
"222",628711,"Julio Urías"
"223",669713,"Hayden Wesneski"
"224",666159,"Matt Manning"
"225",448179,"Rich Hill"
"226",660593,"Denyi Reyes"
"227",594943,"Zach Neal"
"228",676477,"Garrett Whitlock"
"229",596295,"Austin Gomber"
"230",607457,"Kyle Barraclough"
"231",656629,"Michael Kopech"
"232",694363,"Jared Shuster"
"233",668933,"Graham Ashcraft"
"234",669060,"Bryse Wilson"
"235",592789,"Noah Syndergaard"
"236",669684,"Chris Murphy"
"237",681217,"Chase Silseth"
"238",471911,"Carlos Carrasco"
"239",572020,"James Paxton"
"240",506433,"Yu Darvish"
"241",656232,"Brandon Bielak"
"242",663687,"Hogan Harris"
"243",592767,"Drew Smyly"
"244",596271,"Casey Lawrence"
"245",676106,"Emerson Hancock"
"246",630023,"Yonny Chirinos"
"247",664062,"Tony Gonsolin"
"248",666745,"Jhony Brito"
"249",664028,"Brett Kennedy"
"250",669461,"Matthew Liberatore"
"251",657093,"Spenser Watkins"
"252",571927,"Steven Matz"
"253",681982,"Grant Anderson"
"254",687396,"Brent Headrick"
"255",666201,"Alek Manoah"
"256",676206,"Freddy Tarnok"
"257",687330,"Kevin Kelly"
"258",660271,"Shohei Ohtani"
"259",641482,"Néstor Cortés"
"260",678061,"Ray Kerr"
"261",663556,"Shane McClanahan"
"262",669854,"Ronel Blanco"
"263",593334,"Domingo Germán"
"264",675627,"Michael Grove"
"265",527054,"Julio Teherán"
"266",669330,"Tyler Wells"
"267",674072,"Tommy Henry"
"268",605397,"Joe Musgrove"
"269",676254,"Ryan Walker"
"270",656457,"Tyler Gilbert"
"271",543101,"Anthony DeSclafani"
"272",680232,"Jackson Wolf"
"273",669438,"Mason Englert"
"274",472551,"Fernando Abad"
"275",663738,"Daniel Lynch"
"276",543521,"Collin McHugh"
"277",669467,"Andre Pallante"
"278",669387,"Carmen Mlodzinski"
"279",668674,"Lucas Erceg"
"280",542888,"Shawn Armstrong"
"281",666168,"Mason Thompson"
"282",543548,"Tommy Milone"
"283",663465,"Kolby Allard"
"284",642545,"Jaime Barría"
"285",680735,"Austin Cox"
"286",681869,"Shawn Dubin"
"287",656657,"Zach Logue"
"288",676760,"Ron Marinaccio"
"289",670102,"Bowden Francis"
"290",663753,"Reiss Knehr"
"291",686651,"Levi Stoudt"
"292",621076,"James Kaprielian"
"293",660813,"Brusdar Graterol"
"294",571510,"Matt Boyd"
"295",663546,"Sean Hjelle"
"296",686973,"Louie Varland"
"297",670950,"Trevor Richards"
"298",594577,"Mike Mayers"
"299",659275,"Dinelson Lamet"
"300",621381,"Matt Strahm"
"301",682051,"Garrett Hill"
"302",687798,"Nick Robertson"
"303",571616,"Matt Dermody"
"304",641302,"Tyler Alexander"
"305",543351,"Jay Jackson"
"306",656290,"Drew Carlton"
"307",622780,"Ángel Perdomo"
"308",592229,"Dylan Covey"
"309",686747,"Joe La Sorsa"
"310",672710,"Roansy Contreras"
"311",608723,"Austin Voth"
"312",594835,"Marco Gonzales"
"313",656546,"Jeff Hoffman"
"314",676596,"Josh Fleming"
"315",592826,"Vince Velasquez"
"316",446372,"Corey Kluber"
"317",666721,"Max Castillo"
"318",543859,"Michael Tonkin"
"319",621074,"Michael Rucker"
"320",685410,"Peyton Battenfield"
"321",606303,"Joel Payamps"
"322",607968,"Drew Rucinski"
"323",641745,"Brad Keller"
"324",669160,"Dustin May"
"325",668665,"Stephen Nogosek"
"326",656876,"Drew Rasmussen"
"327",622608,"Antonio Senzatela"
"328",660761,"José Suarez"
"329",695243,"Mason Miller"
"330",666157,"Nick Lodolo"
"331",605513,"Spencer Turnbull"
"332",570666,"Luis Cessa"
"333",685314,"Andrew Saalfrank"
"334",663978,"Chris Paddack"
