"","id","player_name"
"346",592450,"Aaron Judge"
"347",641343,"Jake Bauers"
"348",650402,"Gleyber Torres"
"349",671221,"Drew Waters"
"350",676369,"Nelson Velázquez"
"351",682515,"Logan Porter"
"352",547180,"Bryce Harper"
"353",553882,"Omar Narváez"
"354",592663,"J. T. Realmuto"
"355",641645,"Luis Guillorme"
"356",664901,"Danny Mendick"
"357",543305,"Aaron Hicks"
"358",594807,"Adam Duvall"
"359",605137,"Josh Bell"
"360",624585,"Jorge Soler"
"361",663647,"Ke'Bryan Hayes"
"362",665862,"Jazz Chisholm"
"363",668804,"Bryan Reynolds"
"364",669394,"Jake Burger"
"365",682848,"Endy Rodríguez"
"366",595978,"Austin Hedges"
"367",608671,"Travis Jankowski"
"368",669701,"Josh Smith"
"369",677649,"Ezequiel Duran"
"370",594777,"Kole Calhoun"
"371",595956,"Cam Gallagher"
"372",608348,"Carson Kelly"
"373",656716,"Zach McKinstry"
"374",664702,"Myles Straw"
"375",665926,"Andrés Giménez"
"376",518792,"Jason Heyward"
"377",527038,"Wilmer Flores"
"378",596103,"Austin Slater"
"379",605131,"Austin Barnes"
"380",671218,"Heliot Ramos"
"381",672275,"Patrick Bailey"
"382",682617,"Marco Luciano"
"383",682641,"Luis Matos"
"384",500743,"Miguel Rojas"
"385",542194,"Christian Bethancourt"
"386",543807,"George Springer"
"387",595281,"Kevin Kiermaier"
"388",650490,"Yandy Díaz"
"389",656305,"Matt Chapman"
"390",665489,"Vladimir Guerrero"
"391",668227,"Randy Arozarena"
"392",670764,"Taylor Walls"
"393",672386,"Alejandro Kirk"
"394",663538,"Nico Hoerner"
"395",593871,"Jorge Polanco"
"396",578570,"Juniel Querecuto"
"397",672279,"Michael Siani"
"398",664728,"Kyle Isbel"
"399",679845,"Nick Loftin"
"400",669720,"Austin Hays"
"401",592518,"Manny Machado"
"402",643217,"Andrew Benintendi"
"403",686676,"Korey Lee"
"404",607208,"Trea Turner"
"405",657088,"Forrest Wall"
"406",663897,"Luke Williams"
"407",641943,"Joshua Palacios"
"408",650333,"Luis Arráez"
"409",664913,"Seth Brown"
"410",670097,"Zack Short"
"411",686531,"Andre Lipcius"
"412",519317,"Giancarlo Stanton"
"413",607043,"Brandon Nimmo"
"414",605119,"Brian Anderson"
"415",663845,"Alfonso Rivas"
"416",666801,"Rodolfo Castro"
"417",643446,"Jeff McNeil"
"418",666163,"Ben Rortvedt"
"419",641584,"Jake Fraley"
"420",665120,"Jared Walsh"
"421",605612,"Harold Castro"
"422",672356,"Gabriel Arias"
"423",605204,"J. D. Davis"
"424",571745,"Mitch Haniger"
"425",643393,"Tony Kemp"
"426",675656,"Kevin Smith"
"427",669134,"Luis Campusano"
"428",681807,"David Fry"
"429",673357,"Luis Robert"
"430",676694,"Jake Meyers"
"431",680418,"Tyler Cropley"
"432",675961,"Alika Williams"
"433",595453,"Chad Wallach"
"434",596129,"Dan Vogelbach"
"435",571448,"Nolan Arenado"
"436",687462,"Spencer Horwitz"
"437",575929,"Willson Contreras"
"438",543068,"C. J. Cron"
"439",664040,"Brandon Lowe"
"440",657557,"Paul DeJong"
"441",670042,"Luke Raley"
"442",649966,"Luis Urías"
"443",676475,"Alec Burleson"
"444",668904,"Royce Lewis"
"445",666164,"Blake Rutherford"
"446",621043,"Carlos Correa"
"447",656308,"Michael Chavis"
"448",592669,"Hunter Renfroe"
"449",660620,"Jonathan Araúz"
"450",664056,"Harrison Bader"
"451",680716,"Jonathan Ornelas"
"452",656484,"Tristan Gray"
"453",677347,"Kyren Paris"
"454",677941,"Jordyn Adams"
"455",641933,"Tyler O'Neill"
"456",663611,"Nick Madrigal"
"457",676391,"Ernie Clement"
"458",669087,"Sam Huff"
"459",667472,"Dane Myers"
"460",686894,"Joey Wiemer"
"461",663905,"Travis Blankenhorn"
"462",671213,"Triston Casas"
"463",664770,"Nathan Lukes"
"464",642136,"Matt Thaiss"
"465",660644,"Vidal Bruján"
"466",645444,"José Herrera"
"467",669357,"Nolan Gorman"
"468",657247,"Brian O'Keefe"
"469",656976,"Pavin Smith"
"470",642350,"José Siri"
"471",663698,"Joey Bart"
"472",572761,"Matt Carpenter"
"473",693049,"Oscar Colás"
